,geometry
141027,"POLYGON ((-96.129674 30.460698, -96.129703 30.4608, -96.129122 30.462003, -96.129273 30.462458, -96.129405 30.462564, -96.129533 30.462903, -96.130191 30.463636, -96.130283 30.463871, -96.130215 30.464186, -96.130204 30.464205, -96.136164 30.464114, -96.136217 30.464113, -96.136565 30.464107, -96.136573 30.464102, -96.138985 30.464029, -96.139453 30.470078, -96.137442 30.470347, -96.137536 30.470449, -96.137723 30.470807, -96.137983 30.471037, -96.138531 30.471285, -96.138737 30.471271, -96.139431 30.471383, -96.13975 30.471545, -96.139964 30.471806, -96.139967 30.471872, -96.139988 30.472262, -96.139903 30.472482, -96.13949 30.472936, -96.139283 30.473247, -96.13878 30.473921, -96.138803 30.474204, -96.138988 30.47441, -96.139245 30.474584, -96.139731 30.474797, -96.140015 30.474886, -96.14033 30.474911, -96.140353 30.474899, -96.140366 30.474926, -96.140408 30.474916, -96.140519 30.474924, -96.140852 30.47497, -96.141041 30.475122, -96.141074 30.475282, -96.141089 30.4753, -96.141051 30.475328, -96.141059 30.47535, -96.141037 30.475405, -96.140952 30.475498, -96.14079 30.475572, -96.140286 30.475586, -96.139885 30.475598, -96.139499 30.476014, -96.139302 30.476662, -96.139294 30.476992, -96.139124 30.477646, -96.139134 30.477905, -96.139318 30.478162, -96.139567 30.478764, -96.139576 30.478946, -96.139455 30.479094, -96.139329 30.479179, -96.139074 30.479225, -96.138381 30.479252, -96.138008 30.479218, -96.137724 30.47916, -96.137575 30.478866, -96.137529 30.478531, -96.137595 30.478326, -96.137614 30.478309, -96.137608 30.478268, -96.137629 30.478223, -96.137704 30.477835, -96.137775 30.477463, -96.137758 30.477242, -96.137646 30.477032, -96.137506 30.476899, -96.137197 30.476728, -96.137167 30.476695, -96.137143 30.476688, -96.137141 30.476667, -96.13711 30.476641, -96.137076 30.476593, -96.136907 30.476453, -96.13656 30.476459, -96.136426 30.47654, -96.136253 30.476741, -96.136135 30.47704, -96.136087 30.47743, -96.136155 30.477672, -96.1363 30.47792, -96.136667 30.478181, -96.136976 30.478499, -96.137047 30.478664, -96.136996 30.478836, -96.136622 30.479103, -96.135953 30.479284, -96.135553 30.47947, -96.135358 30.479654, -96.135281 30.479857, -96.135327 30.480139, -96.135445 30.480363, -96.135746 30.480535, -96.13645 30.480725, -96.13674 30.48086, -96.136952 30.481078, -96.137004 30.481359, -96.136973 30.481426, -96.136844 30.48171, -96.136359 30.482145, -96.136139 30.482404, -96.135955 30.482684, -96.135771 30.483159, -96.135604 30.483317, -96.135168 30.483425, -96.134961 30.483419, -96.134568 30.483314, -96.133907 30.483344, -96.133707 30.483396, -96.13335 30.483579, -96.133113 30.483868, -96.133013 30.484253, -96.132896 30.48557, -96.132925 30.485748, -96.133039 30.48594, -96.133038 30.486226, -96.132914 30.486862, -96.132708 30.487348, -96.132659 30.487699, -96.132658 30.488516, -96.132554 30.488708, -96.13276 30.48954, -96.132631 30.489761, -96.132317 30.490044, -96.132155 30.490333, -96.1321 30.49054, -96.13215 30.49071, -96.132556 30.491103, -96.132604 30.491411, -96.132602 30.49142, -96.132842 30.491395, -96.133289 30.492375, -96.133394 30.492338, -96.133601 30.492241, -96.134135 30.491867, -96.134362 30.491807, -96.134647 30.491839, -96.13474 30.491908, -96.134743 30.491913, -96.134854 30.491937, -96.134855 30.491937, -96.134836 30.492179, -96.134917 30.493103, -96.134976 30.49331, -96.135479 30.493372, -96.135532 30.493354, -96.135803 30.49313, -96.136102 30.493021, -96.136386 30.493034, -96.136585 30.493207, -96.136575 30.493522, -96.136222 30.493867, -96.136061 30.494197, -96.136024 30.494554, -96.136103 30.494895, -96.136935 30.495344, -96.136972 30.495375, -96.137405 30.495349, -96.13772 30.495428, -96.137955 30.49572, -96.138004 30.496038, -96.137852 30.496995, -96.137603 30.497445, -96.137486 30.497935, -96.137198 30.498328, -96.137038 30.498428, -96.136776 30.498798, -96.145459 30.498798, -96.146274 30.500379, -96.149738 30.500993, -96.149637 30.502749, -96.149636 30.502749, -96.147599 30.503539, -96.146655 30.505111, -96.142452 30.504628, -96.142458 30.50466, -96.14241 30.505077, -96.142589 30.505807, -96.142561 30.50598, -96.142482 30.50606, -96.142364 30.506106, -96.141993 30.506081, -96.141589 30.506118, -96.141303 30.506265, -96.141061 30.506389, -96.141019 30.506558, -96.141122 30.506829, -96.141127 30.507043, -96.141009 30.50785, -96.140877 30.508026, -96.140375 30.508266, -96.140187 30.508407, -96.140033 30.508615, -96.140017 30.508792, -96.140079 30.508997, -96.14019 30.509146, -96.140334 30.509215, -96.14097 30.509093, -96.141018 30.509084, -96.141115 30.509099, -96.141584 30.509175, -96.142017 30.509558, -96.142159 30.509777, -96.142259 30.510124, -96.142569 30.510503, -96.142838 30.510725, -96.143229 30.510927, -96.143473 30.511118, -96.143817 30.510999, -96.144195 30.510783, -96.144571 30.510631, -96.144693 30.51062, -96.144778 30.510664, -96.144798 30.510675, -96.144808 30.510739, -96.144871 30.511167, -96.144783 30.511692, -96.144585 30.512043, -96.143863 30.512568, -96.143677 30.512759, -96.143567 30.51295, -96.143521 30.513197, -96.143606 30.51347, -96.143808 30.513696, -96.144276 30.514002, -96.144441 30.513986, -96.14464 30.514033, -96.145253 30.514403, -96.145301 30.51442, -96.145357 30.51444, -96.145712 30.514564, -96.145955 30.514696, -96.146043 30.514811, -96.146058 30.51486, -96.146123 30.515068, -96.146129 30.515088, -96.1463 30.515634, -96.146713 30.515797, -96.146773 30.515766, -96.146814 30.515745, -96.147294 30.515498, -96.147675 30.5159, -96.147966 30.516384, -96.147981 30.516408, -96.148003 30.516444, -96.148018 30.516469, -96.148035 30.516498, -96.148076 30.516566, -96.148104 30.516612, -96.148269 30.516886, -96.148491 30.517145, -96.148504 30.51716, -96.148523 30.517183, -96.148539 30.517201, -96.148546 30.517209, -96.148898 30.51762, -96.148917 30.517636, -96.14879 30.517472, -96.152901 30.516587, -96.164638 30.516371, -96.164638 30.523845, -96.151307 30.524168, -96.151403 30.52382, -96.151209 30.523814, -96.150841 30.523652, -96.15066 30.523506, -96.150046 30.523559, -96.149642 30.523638, -96.149298 30.523765, -96.149196 30.523835, -96.149024 30.523954, -96.148947 30.524008, -96.148918 30.524217, -96.149138 30.524555, -96.149624 30.524635, -96.15007 30.52481, -96.150286 30.524975, -96.150381 30.525169, -96.150318 30.525296, -96.149954 30.525469, -96.149546 30.525771, -96.149315 30.52615, -96.149279 30.526454, -96.149441 30.526715, -96.149483 30.526782, -96.149545 30.526974, -96.149559 30.527072, -96.149549 30.527168, -96.149496 30.527269, -96.149449 30.527311, -96.149374 30.527372, -96.149352 30.52739, -96.149181 30.527449, -96.149072 30.52749, -96.148899 30.527465, -96.148818 30.527462, -96.148767 30.527487, -96.148682 30.527565, -96.148672 30.527574, -96.148587 30.527693, -96.148557 30.527735, -96.148262 30.528146, -96.148258 30.528428, -96.148421 30.528715, -96.148762 30.529025, -96.149091 30.52924, -96.150443 30.529781, -96.151382 30.53006, -96.151591 30.530177, -96.151849 30.5305, -96.152001 30.530945, -96.151982 30.531228, -96.151772 30.531442, -96.151767 30.531462, -96.151969 30.531646, -96.15206 30.531729, -96.152119 30.531834, -96.152151 30.531922, -96.152248 30.532011, -96.152389 30.532058, -96.152468 30.532082, -96.152677 30.532077, -96.152733 30.532076, -96.152846 30.532073, -96.15313 30.532066, -96.153587 30.532227, -96.153865 30.532173, -96.154291 30.53191, -96.155032 30.531256, -96.155175 30.530963, -96.155221 30.530361, -96.155339 30.530216, -96.155479 30.53014, -96.155724 30.530104, -96.156736 30.530126, -96.157004 30.530285, -96.157177 30.530606, -96.157207 30.530889, -96.1571 30.531304, -96.156925 30.531621, -96.156295 30.531954, -96.156077 30.532116, -96.155879 30.532466, -96.155815 30.532851, -96.155845 30.533205, -96.156051 30.533704, -96.156496 30.534384, -96.156713 30.534549, -96.156932 30.534646, -96.15765 30.534901, -96.158149 30.53515, -96.158387 30.535197, -96.158499 30.535143, -96.15851 30.535072, -96.158354 30.534665, -96.158364 30.534488, -96.158477 30.534299, -96.158712 30.5341, -96.159713 30.533559, -96.16098 30.533668, -96.161157 30.533752, -96.161231 30.533919, -96.161126 30.534732, -96.16114 30.534863, -96.161163 30.53509, -96.161171 30.535164, -96.160966 30.5357, -96.16078 30.535934, -96.160504 30.536448, -96.160335 30.537144, -96.160314 30.537676, -96.160604 30.538455, -96.160599 30.538727, -96.160596 30.538897, -96.160593 30.539115, -96.160297 30.540332, -96.160393 30.540965, -96.160423 30.541011, -96.160551 30.541211, -96.161089 30.541379, -96.161396 30.541617, -96.161536 30.541834, -96.161628 30.542328, -96.161568 30.542748, -96.161105 30.543464, -96.16105 30.543672, -96.161101 30.543881, -96.161651 30.544365, -96.161756 30.544669, -96.161707 30.544767, -96.161205 30.545157, -96.161152 30.545198, -96.161124 30.54522, -96.160962 30.545498, -96.160971 30.545514, -96.161529 30.546152, -96.161722 30.546532, -96.161766 30.546618, -96.161885 30.547093, -96.161847 30.547341, -96.161199 30.547634, -96.160843 30.548027, -96.160485 30.549315, -96.160354 30.550126, -96.1602 30.550559, -96.160186 30.550572, -96.160049 30.550787, -96.159797 30.551318, -96.159634 30.552066, -96.159791 30.553266, -96.159826 30.55344, -96.15988 30.553494, -96.160098 30.553776, -96.160291 30.554432, -96.160531 30.555594, -96.16052 30.556307, -96.160368 30.556688, -96.159774 30.557001, -96.159472 30.557338, -96.158764 30.557989, -96.158616 30.558283, -96.158604 30.55864, -96.158714 30.55879, -96.158945 30.558941, -96.159939 30.559377, -96.160285 30.559776, -96.160376 30.560006, -96.160381 30.560019, -96.160633 30.560656, -96.160831 30.561527, -96.161419 30.562399, -96.162141 30.548267, -96.184036 30.54806, -96.179175 30.573398, -96.189122 30.574828, -96.188079 30.575757, -96.186749 30.577027, -96.188535 30.578833, -96.187132 30.581, -96.194376 30.586441, -96.188509 30.592362, -96.187704 30.594848, -96.197336 30.602003, -96.202927 30.597129, -96.203847 30.594827, -96.204724 30.593243, -96.208803 30.590934, -96.211652 30.589953, -96.214545 30.590444, -96.218578 30.594783, -96.222021 30.595009, -96.221728 30.600552, -96.224729 30.603513, -96.22429 30.605087, -96.228168 30.609559, -96.229632 30.612582, -96.231827 30.616424, -96.232867 30.619443, -96.236771 30.62274, -96.240314 30.622803, -96.245085 30.62498, -96.238751 30.631249, -96.232317 30.631498, -96.2321 30.634484, -96.233546 30.636039, -96.235064 30.637221, -96.233691 30.639087, -96.238534 30.642508, -96.234023 30.648184, -96.237653 30.651496, -96.239303 30.653011, -96.238863 30.655282, -96.247314 30.661804, -96.245334 30.665495, -96.248525 30.668712, -96.248524 30.668712, -96.244108 30.672897, -96.254228 30.680466, -96.251894 30.683852, -96.244283 30.683412, -96.242463 30.684254, -96.230045 30.684805, -96.229158 30.68722, -96.234825 30.690991, -96.238309 30.688416, -96.242756 30.68957, -96.247707 30.692818, -96.247708 30.692818, -96.247708 30.694549, -96.25487 30.700803, -96.260462 30.695915, -96.260928 30.69327, -96.259623 30.6879, -96.268412 30.677915, -96.266082 30.675511, -96.28047 30.658013, -96.275344 30.654966, -96.269752 30.652561, -96.268454 30.651354, -96.268454 30.651353, -96.268819 30.63788, -96.262662 30.630167, -96.262662 30.630166, -96.267141 30.626001, -96.259114 30.619094, -96.260276 30.611205, -96.260277 30.611205, -96.261545 30.61054, -96.271912 30.605462, -96.271416 30.604703, -96.263144 30.6085, -96.261167 30.600729, -96.251175 30.595204, -96.247993 30.595588, -96.247883 30.59539, -96.243514 30.599077, -96.242587 30.598351, -96.247008 30.593811, -96.246525 30.592938, -96.245466 30.587853, -96.23959 30.582547, -96.239054 30.57592, -96.249172 30.566573, -96.248738 30.564011, -96.249978 30.562356, -96.252272 30.563958, -96.254256 30.562249, -96.256922 30.564491, -96.256922 30.564492, -96.25593 30.56604, -96.26151 30.571004, -96.263928 30.56951, -96.267213 30.566467, -96.265496 30.564618, -96.27439 30.55634, -96.272654 30.549613, -96.270298 30.548118, -96.26633 30.551642, -96.265276 30.551856, -96.26261 30.552657, -96.261122 30.555006, -96.259572 30.556447, -96.258394 30.556981, -96.256874 30.557756, -96.252472 30.559465, -96.249682 30.557703, -96.2459 30.56144, -96.245342 30.561493, -96.241994 30.560799, -96.238646 30.56176, -96.236046 30.563913, -96.233757 30.562011, -96.227894 30.564102, -96.225466 30.563905, -96.224175 30.564492, -96.224954 30.565991, -96.224633 30.567093, -96.220777 30.568944, -96.21835 30.569102, -96.217063 30.570431, -96.217063 30.570432, -96.215761 30.569844, -96.211793 30.568456, -96.208259 30.568296, -96.203733 30.568563, -96.203051 30.567229, -96.19752 30.567278, -96.198676 30.560353, -96.19998 30.559628, -96.204223 30.559811, -96.20645 30.548211, -96.204541 30.547298, -96.204397 30.545383, -96.192942 30.5452, -96.192836 30.541911, -96.194108 30.53981, -96.195749 30.536993, -96.199673 30.537541, -96.201901 30.532425, -96.199355 30.531877, -96.199037 30.525847, -96.191719 30.525756, -96.189491 30.528406, -96.182279 30.528588, -96.181749 30.526487, -96.176964 30.524833, -96.177016 30.523973, -96.17368 30.522536, -96.17368 30.520436, -96.17368 30.520435, -96.176503 30.519551, -96.177658 30.518335, -96.178941 30.515018, -96.184973 30.515129, -96.185358 30.513692, -96.188822 30.513581, -96.189464 30.508495, -96.196779 30.508606, -96.196895 30.504993, -96.19934 30.504707, -96.199618 30.501711, -96.20407 30.501591, -96.20407 30.500153, -96.212819 30.499983, -96.212903 30.492805, -96.207683 30.492859, -96.207683 30.490561, -96.217764 30.490059, -96.217369 30.484688, -96.213787 30.483899, -96.213786 30.483899, -96.204039 30.474205, -96.203872 30.472482, -96.204289 30.471117, -96.204205 30.470471, -96.202456 30.469538, -96.200206 30.468748, -96.199507 30.465972, -96.199424 30.461089, -96.20279 30.457324, -96.206456 30.456175, -96.206373 30.450357, -96.208622 30.448705, -96.211039 30.449136, -96.214871 30.452009, -96.216038 30.455816, -96.222036 30.455313, -96.221956 30.443438, -96.215041 30.443366, -96.215208 30.440637, -96.218097 30.438692, -96.219596 30.435532, -96.219263 30.433233, -96.210515 30.426265, -96.209848 30.42217, -96.215321 30.418792, -96.221653 30.41793, -96.225985 30.416637, -96.236233 30.417571, -96.237233 30.41872, -96.242982 30.418146, -96.241166 30.399496, -96.241166 30.399495, -96.245144 30.396991, -96.245668 30.370507, -96.24504 30.370055, -96.24263 30.369965, -96.238962 30.369332, -96.236343 30.369694, -96.231418 30.372496, -96.224188 30.37566, -96.218949 30.376835, -96.215282 30.376383, -96.212979 30.375576, -96.20795 30.380819, -96.207845 30.383892, -96.205016 30.384164, -96.204911 30.386242, -96.211931 30.387146, -96.211512 30.399348, -96.200196 30.39989, -96.197786 30.401065, -96.189127 30.401441, -96.186725 30.39702, -96.18463 30.395754, -96.180648 30.395754, -96.178029 30.395393, -96.178028 30.395393, -96.175743 30.392628, -96.173542 30.390459, -96.169037 30.39064, -96.167151 30.393171, -96.163843 30.397396, -96.163842 30.397396, -96.152895 30.397532, -96.152502 30.406498, -96.147768 30.406329, -96.147506 30.412289, -96.144794 30.412968, -96.145144 30.418399, -96.143832 30.419606, -96.14217 30.419832, -96.139021 30.418399, -96.137096 30.416664, -96.136572 30.414175, -96.130797 30.415455, -96.128973 30.418269, -96.125902 30.422573, -96.122027 30.430867, -96.124708 30.433675, -96.129605 30.436002, -96.130565 30.436085, -96.13498 30.427313, -96.137571 30.427809, -96.139107 30.434016, -96.143234 30.434678, -96.142946 30.441629, -96.140142 30.440709, -96.140141 30.440709, -96.140054 30.440548, -96.129471 30.436939, -96.126796 30.444458, -96.121447 30.442353, -96.121679 30.443055, -96.121766 30.443412, -96.121806 30.443426, -96.121976 30.443579, -96.122038 30.443782, -96.121919 30.444036, -96.122144 30.44496, -96.122548 30.445856, -96.122979 30.445981, -96.123164 30.446118, -96.123131 30.446254, -96.122937 30.446402, -96.122896 30.446626, -96.122958 30.446764, -96.124819 30.447967, -96.125081 30.448447, -96.125128 30.448468, -96.125601 30.448583, -96.125902 30.448769, -96.126375 30.449292, -96.126509 30.449508, -96.126478 30.449751, -96.126396 30.449827, -96.125943 30.44998, -96.125784 30.450123, -96.125751 30.450166, -96.125718 30.450184, -96.1257 30.450476, -96.125865 30.450746, -96.12589 30.450884, -96.125838 30.450979, -96.125663 30.451091, -96.125633 30.451577, -96.124819 30.451476, -96.123605 30.452261, -96.123623 30.452378, -96.123561 30.452985, -96.123543 30.453035, -96.123552 30.453075, -96.12353 30.453286, -96.123442 30.453428, -96.123182 30.453847, -96.123146 30.453892, -96.123075 30.454283, -96.12354 30.455085, -96.124586 30.455386, -96.124756 30.454287, -96.124691 30.454117, -96.124795 30.453969, -96.124806 30.453965, -96.124819 30.453882, -96.126331 30.453682, -96.128308 30.45278, -96.128892 30.45257, -96.128918 30.452538, -96.129205 30.452405, -96.129366 30.452399, -96.129703 30.452278, -96.129759 30.452386, -96.129821 30.452384, -96.130018 30.452555, -96.130065 30.452979, -96.130169 30.453181, -96.129922 30.453649, -96.129911 30.453785, -96.129903 30.454093, -96.129729 30.45461, -96.129595 30.454845, -96.129599 30.454867, -96.129551 30.454918, -96.129535 30.454982, -96.129519 30.454985, -96.129403 30.455314, -96.12902 30.455767, -96.128739 30.456024, -96.128331 30.456181, -96.127887 30.456251, -96.127823 30.456245, -96.126796 30.45699, -96.127494 30.457792, -96.127731 30.458022, -96.128057 30.458213, -96.12822 30.458409, -96.128233 30.458509, -96.129273 30.459518, -96.129276 30.459519, -96.129283 30.459527, -96.129355 30.459597, -96.129362 30.459622, -96.129633 30.459948, -96.129709 30.460115, -96.129715 30.460508, -96.129674 30.460698), (-96.152206 30.483764, -96.151417 30.483279, -96.154009 30.474732, -96.155024 30.474829, -96.152206 30.483764), (-96.161926 30.440028, -96.159697 30.443535, -96.155623 30.441155, -96.158313 30.436317, -96.16085 30.43698, -96.161926 30.440028), (-96.188125 30.481382, -96.183627 30.48168, -96.183765 30.486033, -96.176914 30.486332, -96.172623 30.481918, -96.172485 30.479891, -96.170893 30.476193, -96.173315 30.475596, -96.174976 30.476968, -96.18245 30.476729, -96.18335 30.472256, -96.188609 30.472316, -96.18861 30.472316, -96.189232 30.478101, -96.194699 30.478101, -96.1947 30.478101, -96.194838 30.483707, -96.194769 30.484423, -96.188679 30.484364, -96.188679 30.484363, -96.188125 30.481382), (-96.185474 30.426905, -96.185475 30.426905, -96.185321 30.431544, -96.183476 30.431213, -96.183476 30.431212, -96.183245 30.427037, -96.185474 30.426904, -96.185474 30.426905), (-96.212603 30.583315, -96.208452 30.586792, -96.203571 30.583653, -96.208564 30.578775, -96.211986 30.579692, -96.212603 30.583315), (-96.25133 30.649911, -96.247197 30.648056, -96.249937 30.640673, -96.250881 30.64102, -96.252813 30.641639, -96.254565 30.642296, -96.255284 30.643494, -96.255284 30.643495, -96.25133 30.649911))"
141028,"POLYGON ((-96.16264 30.570773, -96.161838 30.570401, -96.161918 30.570559, -96.161974 30.570596, -96.162008 30.570618, -96.16205 30.570645, -96.162323 30.570727, -96.16264 30.570773))"
141029,"POLYGON ((-96.280079 30.586911, -96.278944 30.586911, -96.279253 30.590377, -96.280595 30.589755, -96.280079 30.586911))"
141030,"POLYGON ((-96.383085 30.584585, -96.379358 30.579423, -96.382031 30.577331, -96.376441 30.573076, -96.363721 30.575447, -96.356834 30.570565, -96.352054 30.57475, -96.350677 30.573773, -96.342494 30.581167, -96.34939 30.587136, -96.338371 30.597458, -96.342173 30.601512, -96.341444 30.602767, -96.345981 30.607997, -96.351163 30.606483, -96.353999 30.60467, -96.359832 30.598952, -96.358212 30.595744, -96.355781 30.592257, -96.364207 30.585143, -96.375388 30.594279, -96.383571 30.586886, -96.383085 30.584585))"
141031,"POLYGON ((-96.291763 30.611727, -96.291764 30.611727, -96.294181 30.614447, -96.297806 30.616927, -96.302361 30.620127, -96.306514 30.617603, -96.305491 30.612803, -96.304469 30.611763, -96.306607 30.609283, -96.304016 30.606518, -96.30541 30.604278, -96.287655 30.589234, -96.285424 30.591875, -96.289068 30.602446, -96.289161 30.605726, -96.284977 30.609007, -96.288789 30.612287, -96.291763 30.611727))"
141035,"POLYGON ((-96.766579 30.355077, -96.766541 30.355016, -96.766415 30.35495, -96.766345 30.354928, -96.766232 30.354925, -96.766406 30.355069, -96.766526 30.355193, -96.76656 30.355159, -96.766579 30.355077))"
141036,"POLYGON ((-96.749389 30.407215, -96.746724 30.403011, -96.739718 30.397297, -96.737586 30.398808, -96.74444 30.404916, -96.741622 30.40728, -96.744592 30.410301, -96.749389 30.407215))"
141037,"POLYGON ((-96.787408 30.381179, -96.787396 30.381053, -96.787421 30.380943, -96.787529 30.380679, -96.787624 30.380514, -96.787643 30.380432, -96.787643 30.380316, -96.787618 30.380261, -96.787491 30.380184, -96.787352 30.380151, -96.78718 30.380102, -96.787085 30.380102, -96.786914 30.380124, -96.786756 30.380124, -96.786582 30.380058, -96.786857 30.38028, -96.787314 30.381167, -96.787285 30.38165, -96.787332 30.381614, -96.787389 30.381608, -96.787548 30.381652, -96.787637 30.381663, -96.787675 30.381625, -96.7877 30.381548, -96.787687 30.381487, -96.787624 30.381388, -96.787497 30.3813, -96.787408 30.381179))"
141038,"POLYGON ((-96.788004 30.382389, -96.787801 30.382499, -96.787792 30.3825, -96.788057 30.382695, -96.788662 30.382994, -96.78867 30.382977, -96.788638 30.382769, -96.788759 30.382598, -96.788746 30.382422, -96.788689 30.382373, -96.788569 30.382329, -96.788397 30.382323, -96.788163 30.382345, -96.788004 30.382389))"
141039,"POLYGON ((-96.787269 30.381911, -96.787257 30.382104, -96.787645 30.382391, -96.787643 30.382384, -96.787643 30.382312, -96.787662 30.382169, -96.787624 30.38212, -96.787364 30.381999, -96.787269 30.381911))"
141040,"POLYGON ((-96.783402 30.377154, -96.783258 30.377071, -96.783477 30.377218, -96.783402 30.377154))"
141041,"POLYGON ((-96.784336 30.378507, -96.784378 30.378408, -96.78434 30.378248, -96.78427 30.378127, -96.784125 30.377962, -96.783985 30.377748, -96.783706 30.377412, -96.783488 30.377227, -96.784336 30.378507))"
141042,"POLYGON ((-96.784416 30.379029, -96.784454 30.378996, -96.784454 30.378936, -96.784379 30.378897, -96.784368 30.379052, -96.784416 30.379029))"
141043,"POLYGON ((-96.785684 30.378551, -96.785602 30.378529, -96.78538 30.378534, -96.785291 30.378551, -96.785228 30.3786, -96.785177 30.378886, -96.785139 30.378941, -96.785107 30.378969, -96.7851 30.37898, -96.785428 30.378801, -96.785429 30.378801, -96.786 30.37959, -96.786148 30.379709, -96.786141 30.379684, -96.786147 30.379469, -96.786141 30.379398, -96.786084 30.379332, -96.78602 30.379277, -96.785919 30.379222, -96.785805 30.379139, -96.785741 30.379073, -96.78571 30.379013, -96.785703 30.378864, -96.785722 30.37876, -96.785754 30.378688, -96.78576 30.378622, -96.785684 30.378551))"
141044,"POLYGON ((-96.784546 30.379282, -96.784782 30.379153, -96.784701 30.379172, -96.784593 30.379221, -96.784546 30.379282))"
141045,"POLYGON ((-96.780393 30.375021, -96.780422 30.374998, -96.780924 30.374787, -96.780988 30.374743, -96.781185 30.374484, -96.781324 30.374182, -96.781426 30.37388, -96.781407 30.373638, -96.781337 30.373341, -96.780995 30.372967, -96.780919 30.372876, -96.781086 30.374167, -96.780393 30.375021))"
141046,"POLYGON ((-96.370461 30.362784, -96.369293 30.36244, -96.369007 30.362446, -96.368608 30.362537, -96.368255 30.36278, -96.368231 30.362917, -96.368298 30.363008, -96.368718 30.363234, -96.369058 30.363591, -96.369385 30.36373, -96.369951 30.363802, -96.370074 30.363894, -96.370117 30.363995, -96.370108 30.36428, -96.369966 30.364494, -96.369685 30.364753, -96.36919 30.365072, -96.368767 30.365197, -96.367624 30.365535, -96.367378 30.365724, -96.36701 30.366107, -96.366777 30.36625, -96.366669 30.366388, -96.367028 30.366297, -96.369032 30.367594, -96.369909 30.369647, -96.372539 30.369647, -96.375792 30.378535, -96.371033 30.38048, -96.376544 30.394418, -96.397086 30.38988, -96.395583 30.386315, -96.407858 30.382641, -96.398715 30.358434, -96.393911 30.359552, -96.391945 30.35562, -96.391669 30.355643, -96.390555 30.355917, -96.389151 30.356331, -96.388222 30.356518, -96.386389 30.356806, -96.385078 30.357137, -96.384639 30.357459, -96.384252 30.358164, -96.384062 30.358233, -96.383651 30.35827, -96.382969 30.35813, -96.382697 30.357971, -96.382091 30.357756, -96.381866 30.3576, -96.381611 30.357325, -96.381357 30.35684, -96.3813 30.35667, -96.381277 30.356241, -96.381139 30.355984, -96.380891 30.356013, -96.380677 30.356123, -96.380282 30.356623, -96.38008 30.356802, -96.379807 30.35688, -96.379519 30.356893, -96.379217 30.356778, -96.378992 30.356623, -96.378787 30.35636, -96.378654 30.355984, -96.378548 30.355877, -96.378243 30.355693, -96.377966 30.355624, -96.377432 30.355812, -96.377308 30.355908, -96.377261 30.356044, -96.377251 30.356898, -96.377344 30.35717, -96.377717 30.357551, -96.377799 30.357791, -96.377766 30.358039, -96.37762 30.358253, -96.377314 30.358492, -96.377041 30.358571, -96.376834 30.358567, -96.376374 30.358405, -96.376004 30.35818, -96.375524 30.35808, -96.375289 30.358063, -96.375061 30.358152, -96.374963 30.358264, -96.374897 30.358972, -96.374949 30.359208, -96.375002 30.359452, -96.374999 30.359816, -96.375047 30.360003, -96.375048 30.360062, -96.375075 30.360114, -96.375111 30.360255, -96.374749 30.361337, -96.374777 30.361547, -96.375058 30.361805, -96.375587 30.361947, -96.375606 30.361952, -96.375753 30.362072, -96.375776 30.362285, -96.375724 30.362524, -96.375699 30.362638, -96.375684 30.362706, -96.375299 30.363338, -96.375111 30.363478, -96.37489 30.363571, -96.374149 30.363556, -96.373633 30.363433, -96.372631 30.362819, -96.372184 30.362634, -96.371812 30.362622, -96.371358 30.362791, -96.371155 30.362759, -96.37079 30.36281, -96.370461 30.362784))"
